lo_id,course_name,group_name
609592,"Математика для начинающих",26.09
599560,"Биологический калейдоскоп",26.09
609186,"Математика для начинающих",26.09
609186,"Основы программирования на языке Python",26.09
609186,"Академическое письмо (Academic Writing)",26.09
464396,"Основы программирования на языке Python",26.09
609646,"Основы программирования на языке Python",26.09
609389,"Основы программирования на языке Python",26.09
534123,"Биологический калейдоскоп",26.09
586734,"Академическое письмо (Academic Writing)",26.09
534123,"Основы программирования на языке Python",26.09
608998,"Основы программирования на языке Python",26.09
609414,"Основы программирования на языке Python",26.09
599996,"Академическое письмо (Academic Writing)",26.09
609655,"Биологический калейдоскоп",26.09
503764,"Основы программирования на языке Python",26.09
504159,"Лингвистика для начинающих",26.09
609655,"Математика для начинающих",26.09
603336,"Математика для начинающих",26.09
609215,"Биологический калейдоскоп",26.09
592614,"Математика для начинающих",26.09
603336,"Подготовка к олимпиаде «Русский медвежонок»",26.09
585081,"Основы программирования на языке Python",26.09
608996,"Биологический калейдоскоп",26.09
567183,"Основы программирования на языке Python",26.09
551450,"Основы программирования на языке Python",26.09
609665,"Математика для начинающих",26.09
551450,"Лингвистика для начинающих",26.09
550173,"Подготовка к олимпиаде «Русский медвежонок»",26.09
608644,"Математика для начинающих",26.09
608644,"Биологический калейдоскоп",26.09
608644,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609655,"Подготовка к олимпиаде «Русский медвежонок»",26.09
435812,"Первые шаги в робототехнику",26.09
593070,"Математика для начинающих",26.09
552821,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609679,"Биологический калейдоскоп",26.09
608733,"Основы программирования на языке Python",26.09
608733,"Лингвистика для начинающих",26.09
552551,"Академическое письмо (Academic Writing)",26.09
609683,"Основы программирования на языке Python",26.09
609682,"Основы программирования на языке Python",26.09
609685,"Математика для начинающих",26.09
609674,"Основы программирования на языке Python",26.09
601732,"Подготовка к олимпиаде «Русский медвежонок»",26.09
567744,"Лингвистика для начинающих",26.09
567744,"Основы программирования на языке Python",26.09
609695,"Биологический калейдоскоп",26.09
609696,"Основы программирования на языке Python",26.09
569284,"Основы программирования на языке Python",26.09
518435,"Академическое письмо (Academic Writing)",26.09
570101,"Основы программирования на языке Python",26.09
517194,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609517,"Основы программирования на языке Python",26.09
609517,"Академическое письмо (Academic Writing)",26.09
609709,"Математика для начинающих",26.09
609714,"Основы программирования на языке Python",26.09
579653,"Академическое письмо (Academic Writing)",26.09
608863,"Академическое письмо (Academic Writing)",26.09
592614,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609715,"Биологический калейдоскоп",26.09
500830,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609727,"Математика для начинающих",26.09
609727,"Биологический калейдоскоп",26.09
609727,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609727,"Основы программирования на языке Python",26.09
517194,"Основы программирования на языке Python",26.09
609729,"Биологический калейдоскоп",26.09
609717,"Биологический калейдоскоп",26.09
600092,"Математика для начинающих",26.09
549606,"Академическое письмо (Academic Writing)",26.09
609740,"Основы программирования на языке Python",26.09
593189,"Биологический калейдоскоп",26.09
551096,"Математика для начинающих",26.09
609727,"Первые шаги в робототехнику",26.09
585081,"Академическое письмо (Academic Writing)",26.09
551096,"Биологический калейдоскоп",26.09
500830,"Академическое письмо (Academic Writing)",26.09
500830,"Основы программирования на языке Python",26.09
604240,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609493,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609493,"Математика для начинающих",26.09
532392,"Биологический калейдоскоп",26.09
609756,"Основы программирования на языке Python",26.09
545560,"Математика для начинающих",26.09
609756,"Математика для начинающих",26.09
609756,"Биологический калейдоскоп",26.09
609756,"Подготовка к олимпиаде «Русский медвежонок»",26.09
386193,"Академическое письмо (Academic Writing)",26.09
386193,"Биологический калейдоскоп",26.09
609759,"Основы программирования на языке Python",26.09
609763,"Основы программирования на языке Python",26.09
608996,"Первые шаги в робототехнику",26.09
609763,"Первые шаги в робототехнику",26.09
609771,"Академическое письмо (Academic Writing)",26.09
587334,"Подготовка к олимпиаде «Русский медвежонок»",26.09
587334,"Основы программирования на языке Python",26.09
609011,"Математика для начинающих",26.09
567828,"Математика для начинающих",26.09
609778,"Первые шаги в робототехнику",26.09
544689,"Математика для начинающих",26.09
609741,"Биологический калейдоскоп",26.09
544689,"Основы программирования на языке Python",26.09
588806,"Биологический калейдоскоп",26.09
567179,"Основы программирования на языке Python",26.09
609790,"Академическое письмо (Academic Writing)",26.09
530216,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609792,"Основы программирования на языке Python",26.09
530216,"Биологический калейдоскоп",26.09
588806,"Основы программирования на языке Python",26.09
541022,"Биологический калейдоскоп",26.09
572465,"Подготовка к олимпиаде «Русский медвежонок»",26.09
572465,"Лингвистика для начинающих",26.09
526465,"Подготовка к олимпиаде «Русский медвежонок»",26.09
462798,"Основы программирования на языке Python",26.09
479062,"Основы программирования на языке Python",26.09
572489,"Основы программирования на языке Python",26.09
585830,"Основы программирования на языке Python",26.09
609844,"Основы программирования на языке Python",26.09
569125,"Основы программирования на языке Python",26.09
609841,"Основы программирования на языке Python",26.09
609841,"Лингвистика для начинающих",26.09
526954,"Первые шаги в робототехнику",26.09
526954,"Основы программирования на языке Python",26.09
609858,"Первые шаги в робототехнику",26.09
526954,"Подготовка к олимпиаде «Русский медвежонок»",26.09
548122,"Основы программирования на языке Python",26.09
526954,"Биологический калейдоскоп",26.09
526954,"Математика для начинающих",26.09
543288,"Академическое письмо (Academic Writing)",26.09
609861,"Первые шаги в робототехнику",26.09
609861,"Основы программирования на языке Python",26.09
534545,"Первые шаги в робототехнику",26.09
580655,"Математика для начинающих",26.09
609872,"Основы программирования на языке Python",26.09
580655,"Основы программирования на языке Python",26.09
580655,"Первые шаги в робототехнику",26.09
531130,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609827,"Математика для начинающих",26.09
609873,"Первые шаги в робототехнику",26.09
609827,"Подготовка к олимпиаде «Русский медвежонок»",26.09
531130,"Лингвистика для начинающих",26.09
609827,"Лингвистика для начинающих",26.09
609901,"Математика для начинающих",26.09
609660,"Математика для начинающих",26.09
567828,"Академическое письмо (Academic Writing)",26.09
500971,"Академическое письмо (Academic Writing)",26.09
609954,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609679,"Математика для начинающих",26.09
609962,"Математика для начинающих",26.09
609962,"Биологический калейдоскоп",26.09
609962,"Подготовка к олимпиаде «Русский медвежонок»",26.09
571123,"Академическое письмо (Academic Writing)",26.09
496543,"Основы программирования на языке Python",26.09
567615,"Биологический калейдоскоп",26.09
609667,"Математика для начинающих",26.09
542285,"Биологический калейдоскоп",26.09
609268,"Математика для начинающих",26.09
609997,"Основы программирования на языке Python",26.09
609998,"Лингвистика для начинающих",26.09
609791,"Математика для начинающих",26.09
523938,"Основы программирования на языке Python",26.09
408734,"Математика для начинающих",26.09
576051,"Лингвистика для начинающих",26.09
604593,"Основы программирования на языке Python",26.09
532011,"Первые шаги в робототехнику",26.09
532011,"Математика для начинающих",26.09
532011,"Биологический калейдоскоп",26.09
610016,"Биологический калейдоскоп",26.09
527769,"Основы программирования на языке Python",26.09
610015,"Основы программирования на языке Python",26.09
527769,"Подготовка к олимпиаде «Русский медвежонок»",26.09
527769,"Лингвистика для начинающих",26.09
527771,"Основы программирования на языке Python",26.09
527771,"Академическое письмо (Academic Writing)",26.09
532011,"Основы программирования на языке Python",26.09
502881,"Основы программирования на языке Python",26.09
502881,"Академическое письмо (Academic Writing)",26.09
610036,"Математика для начинающих",26.09
610036,"Первые шаги в робототехнику",26.09
610040,"Подготовка к олимпиаде «Русский медвежонок»",26.09
610040,"Основы программирования на языке Python",26.09
610040,"Математика для начинающих",26.09
610040,"Первые шаги в робототехнику",26.09
610040,"Биологический калейдоскоп",26.09
446870,"Первые шаги в робототехнику",26.09
446870,"Основы программирования на языке Python",26.09
446870,"Математика для начинающих",26.09
446870,"Подготовка к олимпиаде «Русский медвежонок»",26.09
446870,"Биологический калейдоскоп",26.09
609368,"Математика для начинающих",26.09
609033,"Математика для начинающих",26.09
609368,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609368,"Биологический калейдоскоп",26.09
610072,"Основы программирования на языке Python",26.09
610075,"Математика для начинающих",26.09
476387,"Подготовка к олимпиаде «Русский медвежонок»",26.09
608483,"Академическое письмо (Academic Writing)",26.09
608483,"Математика для начинающих",26.09
610076,"Основы программирования на языке Python",26.09
566702,"Основы программирования на языке Python",26.09
566702,"Академическое письмо (Academic Writing)",26.09
472266,"Биологический калейдоскоп",26.09
566702,"Подготовка к олимпиаде «Русский медвежонок»",26.09
476387,"Лингвистика для начинающих",26.09
476387,"Математика для начинающих",26.09
461643,"Лингвистика для начинающих",26.09
570526,"Академическое письмо (Academic Writing)",26.09
570526,"Лингвистика для начинающих",26.09
570526,"Подготовка к олимпиаде «Русский медвежонок»",26.09
502573,"Лингвистика для начинающих",26.09
502573,"Основы программирования на языке Python",26.09
605178,"Математика для начинающих",26.09
605178,"Первые шаги в робототехнику",26.09
580218,"Математика для начинающих",26.09
580218,"Первые шаги в робототехнику",26.09
605178,"Основы программирования на языке Python",26.09
609406,"Первые шаги в робототехнику",26.09
605178,"Биологический калейдоскоп",26.09
605178,"Подготовка к олимпиаде «Русский медвежонок»",26.09
610080,"Биологический калейдоскоп",26.09
568853,"Основы программирования на языке Python",26.09
610108,"Лингвистика для начинающих",26.09
568853,"Математика для начинающих",26.09
529729,"Биологический калейдоскоп",26.09
608915,"Академическое письмо (Academic Writing)",26.09
460842,"Основы программирования на языке Python",26.09
609331,"Математика для начинающих",26.09
526242,"Математика для начинающих",26.09
589561,"Основы программирования на языке Python",26.09
526242,"Подготовка к олимпиаде «Русский медвежонок»",26.09
435806,"Основы программирования на языке Python",26.09
526894,"Подготовка к олимпиаде «Русский медвежонок»",26.09
590962,"Подготовка к олимпиаде «Русский медвежонок»",26.09
567243,"Основы программирования на языке Python",26.09
526894,"Математика для начинающих",26.09
526894,"Основы программирования на языке Python",26.09
609069,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609069,"Биологический калейдоскоп",26.09
567243,"Академическое письмо (Academic Writing)",26.09
385900,"Биологический калейдоскоп",26.09
552472,"Математика для начинающих",26.09
601016,"Подготовка к олимпиаде «Русский медвежонок»",26.09
593209,"Основы программирования на языке Python",26.09
604074,"Математика для начинающих",26.09
610122,"Математика для начинающих",26.09
552472,"Подготовка к олимпиаде «Русский медвежонок»",26.09
436868,"Академическое письмо (Academic Writing)",26.09
610122,"Первые шаги в робототехнику",26.09
601337,"Основы программирования на языке Python",26.09
601337,"Математика для начинающих",26.09
601337,"Подготовка к олимпиаде «Русский медвежонок»",26.09
567744,"Академическое письмо (Academic Writing)",26.09
567744,"Математика для начинающих",26.09
385085,"Математика для начинающих",26.09
385085,"Основы программирования на языке Python",26.09
610132,"Биологический калейдоскоп",26.09
608537,"Основы программирования на языке Python",26.09
609422,"Математика для начинающих",26.09
610137,"Основы программирования на языке Python",26.09
610138,"Первые шаги в робототехнику",26.09
551382,"Первые шаги в робототехнику",26.09
385900,"Подготовка к олимпиаде «Русский медвежонок»",26.09
610140,"Математика для начинающих",26.09
584024,"Математика для начинающих",26.09
550425,"Основы программирования на языке Python",26.09
604074,"Биологический калейдоскоп",26.09
608403,"Математика для начинающих",26.09
604070,"Математика для начинающих",26.09
610157,"Подготовка к олимпиаде «Русский медвежонок»",26.09
551125,"Математика для начинающих",26.09
551125,"Основы программирования на языке Python",26.09
528359,"Биологический калейдоскоп",26.09
610020,"Основы программирования на языке Python",26.09
610020,"Математика для начинающих",26.09
528359,"Подготовка к олимпиаде «Русский медвежонок»",26.09
601201,"Математика для начинающих",26.09
601201,"Подготовка к олимпиаде «Русский медвежонок»",26.09
601201,"Биологический калейдоскоп",26.09
601022,"Математика для начинающих",26.09
603445,"Биологический калейдоскоп",26.09
609839,"Биологический калейдоскоп",26.09
567988,"Подготовка к олимпиаде «Русский медвежонок»",26.09
575211,"Основы программирования на языке Python",26.09
407201,"Биологический калейдоскоп",26.09
588052,"Основы программирования на языке Python",26.09
610170,"Математика для начинающих",26.09
402835,"Основы программирования на языке Python",26.09
503764,"Академическое письмо (Academic Writing)",26.09
503764,"Подготовка к олимпиаде «Русский медвежонок»",26.09
575059,"Основы программирования на языке Python",26.09
583639,"Академическое письмо (Academic Writing)",26.09
609158,"Биологический калейдоскоп",26.09
610182,"Математика для начинающих",26.09
610182,"Первые шаги в робототехнику",26.09
457224,"Академическое письмо (Academic Writing)",26.09
610201,"Подготовка к олимпиаде «Русский медвежонок»",26.09
457224,"Основы программирования на языке Python",26.09
610209,"Основы программирования на языке Python",26.09
602794,"Подготовка к олимпиаде «Русский медвежонок»",26.09
602794,"Математика для начинающих",26.09
451620,"Основы программирования на языке Python",26.09
606334,"Основы программирования на языке Python",26.09
602366,"Биологический калейдоскоп",26.09
481980,"Лингвистика для начинающих",26.09
569033,"Основы программирования на языке Python",26.09
602366,"Подготовка к олимпиаде «Русский медвежонок»",26.09
551680,"Подготовка к олимпиаде «Русский медвежонок»",26.09
551680,"Основы программирования на языке Python",26.09
551680,"Математика для начинающих",26.09
569033,"Лингвистика для начинающих",26.09
601114,"Подготовка к олимпиаде «Русский медвежонок»",26.09
569033,"Биологический калейдоскоп",26.09
569033,"Академическое письмо (Academic Writing)",26.09
593446,"Математика для начинающих",26.09
610201,"Академическое письмо (Academic Writing)",26.09
610201,"Лингвистика для начинающих",26.09
551680,"Лингвистика для начинающих",26.09
551680,"Академическое письмо (Academic Writing)",26.09
608055,"Основы программирования на языке Python",26.09
551520,"Подготовка к олимпиаде «Русский медвежонок»",26.09
551520,"Первые шаги в робототехнику",26.09
610230,"Подготовка к олимпиаде «Русский медвежонок»",26.09
604004,"Биологический калейдоскоп",26.09
551325,"Математика для начинающих",26.09
551325,"Подготовка к олимпиаде «Русский медвежонок»",26.09
551325,"Академическое письмо (Academic Writing)",26.09
610236,"Подготовка к олимпиаде «Русский медвежонок»",26.09
599670,"Биологический калейдоскоп",26.09
601022,"Основы программирования на языке Python",26.09
601022,"Подготовка к олимпиаде «Русский медвежонок»",26.09
415464,"Основы программирования на языке Python",26.09
498400,"Основы программирования на языке Python",26.09
564778,"Биологический калейдоскоп",26.09
536757,"Первые шаги в робототехнику",26.09
536757,"Биологический калейдоскоп",26.09
544520,"Математика для начинающих",26.09
536757,"Математика для начинающих",26.09
528359,"Математика для начинающих",26.09
536757,"Подготовка к олимпиаде «Русский медвежонок»",26.09
536757,"Основы программирования на языке Python",26.09
609331,"Биологический калейдоскоп",26.09
610256,"Основы программирования на языке Python",26.09
608357,"Лингвистика для начинающих",26.09
390821,"Основы программирования на языке Python",26.09
609236,"Подготовка к олимпиаде «Русский медвежонок»",26.09
609236,"Математика для начинающих",26.09
581702,"Математика для начинающих",26.09
527211,"Основы программирования на языке Python",26.09
565605,"Математика для начинающих",26.09
592672,"Основы программирования на языке Python",26.09
610060,"Основы программирования на языке Python",26.09
609489,"Биологический калейдоскоп",26.09
561560,"Лингвистика для начинающих",26.09
609489,"Основы программирования на языке Python",26.09
570625,"Математика для начинающих",26.09
609276,"Основы программирования на языке Python",26.09
501918,"Лингвистика для начинающих",26.09
601843,"Подготовка к олимпиаде «Русский медвежонок»",26.09
535247,"Основы программирования на языке Python",26.09
574636,"Первые шаги в робототехнику",26.09
530779,"Академическое письмо (Academic Writing)",26.09
527132,"Основы программирования на языке Python",26.09
527132,"Подготовка к олимпиаде «Русский медвежонок»",26.09
530549,"Подготовка к олимпиаде «Русский медвежонок»",26.09
530549,"Академическое письмо (Academic Writing)",26.09
530549,"Лингвистика для начинающих",26.09
609213,"Биологический калейдоскоп",26.09
610330,"Первые шаги в робототехнику",26.09
546919,"Биологический калейдоскоп",26.09
593174,"Основы программирования на языке Python",26.09
434474,"Математика для начинающих",26.09
593305,"Подготовка к олимпиаде «Русский медвежонок»",26.09
610349,"Подготовка к олимпиаде «Русский медвежонок»",26.09
551786,"Подготовка к олимпиаде «Русский медвежонок»",26.09
610201,"Биологический калейдоскоп",26.09
548122,"Академическое письмо (Academic Writing)",26.09
592901,"Подготовка к олимпиаде «Русский медвежонок»",26.09
551566,"Основы программирования на языке Python",26.09
610379,"Математика для начинающих",26.09
610390,"Основы программирования на языке Python",26.09
402835,"Первые шаги в робототехнику",26.09
402835,"Математика для начинающих",26.09
551786,"Биологический калейдоскоп",26.09
551245,"Биологический калейдоскоп",26.09
610395,"Первые шаги в робототехнику",26.09
567147,"Академическое письмо (Academic Writing)",26.09
567147,"Биологический калейдоскоп",26.09
604076,"Подготовка к олимпиаде «Русский медвежонок»",26.09
610461,"Академическое письмо (Academic Writing)",26.09
549579,"Основы программирования на языке Python",26.09
569615,"Подготовка к олимпиаде «Русский медвежонок»",26.09
569615,"Основы программирования на языке Python",26.09
569615,"Лингвистика для начинающих",26.09
569615,"Математика для начинающих",26.09
600865,"Основы программирования на языке Python",26.09
609715,"Основы программирования на языке Python",26.09
531586,"Основы программирования на языке Python",26.09
609715,"Первые шаги в робототехнику",26.09
600919,"Подготовка к олимпиаде «Русский медвежонок»",26.09
600919,"Математика для начинающих",26.09
610486,"Подготовка к олимпиаде «Русский медвежонок»",26.09
579653,"Подготовка к олимпиаде «Русский медвежонок»",26.09
610512,"Первые шаги в робототехнику",26.09
606210,"Подготовка к олимпиаде «Русский медвежонок»",26.09
588497,"Математика для начинающих",26.09
580758,"Математика для начинающих",26.09
580758,"Лингвистика для начинающих",26.09
580758,"Подготовка к олимпиаде «Русский медвежонок»",26.09
545380,"Математика для начинающих",26.09
502631,"Основы программирования на языке Python",26.09
545380,"Лингвистика для начинающих",26.09
545380,"Подготовка к олимпиаде «Русский медвежонок»",26.09
543063,"Основы программирования на языке Python",26.09
579276,"Основы программирования на языке Python",26.09
521888,"Основы программирования на языке Python",26.09
459891,"Основы программирования на языке Python",26.09
504030,"Академическое письмо (Academic Writing)",26.09
533987,"Основы программирования на языке Python",26.09
588994,"Подготовка к олимпиаде «Русский медвежонок»",26.09
588994,"Основы программирования на языке Python",26.09
455795,"Основы программирования на языке Python",26.09
484435,"Подготовка к олимпиаде «Русский медвежонок»",26.09
597940,"Основы программирования на языке Python",26.09
390643,"Основы программирования на языке Python",26.09
505199,"Основы программирования на языке Python",26.09
605459,"Подготовка к олимпиаде «Русский медвежонок»",26.09
585975,"Академическое письмо (Academic Writing)",26.09
585975,"Подготовка к олимпиаде «Русский медвежонок»",26.09
524324,"Основы программирования на языке Python",26.09
610536,"Математика для начинающих",26.09
470138,"Биологический калейдоскоп",26.09
543613,"Основы программирования на языке Python",26.09
542427,"Биологический калейдоскоп",26.09
529584,"Подготовка к олимпиаде «Русский медвежонок»",26.09
552967,"Основы программирования на языке Python",26.09
566295,"Подготовка к олимпиаде «Русский медвежонок»",26.09
543613,"Математика для начинающих",26.09
576013,"Математика для начинающих",26.09
536537,"Основы программирования на языке Python",26.09
543613,"Биологический калейдоскоп",26.09
584180,"Подготовка к олимпиаде «Русский медвежонок»",26.09
543613,"Подготовка к олимпиаде «Русский медвежонок»",26.09
548791,"Первые шаги в робототехнику",26.09
610547,"Основы программирования на языке Python",26.09
471621,"Биологический калейдоскоп",26.09
506833,"Основы программирования на языке Python",26.09
548791,"Основы программирования на языке Python",26.09
384542,"Подготовка к олимпиаде «Русский медвежонок»",26.09
469236,"Основы программирования на языке Python",26.09
529820,"Академическое письмо (Academic Writing)",26.09
584636,"Биологический калейдоскоп",26.09
527285,"Первые шаги в робототехнику",26.09
458016,"Основы программирования на языке Python",26.09
583760,"Подготовка к олимпиаде «Русский медвежонок»",26.09
416380,"Подготовка к олимпиаде «Русский медвежонок»",26.09
455370,"Основы программирования на языке Python",26.09
593778,"Первые шаги в робототехнику",26.09
580611,"Математика для начинающих",26.09
580611,"Академическое письмо (Academic Writing)",26.09
610057,"Подготовка к олимпиаде «Русский медвежонок»",26.09
581312,"Подготовка к олимпиаде «Русский медвежонок»",26.09
583760,"Академическое письмо (Academic Writing)",26.09
461178,"Основы программирования на языке Python",26.09
528921,"Основы программирования на языке Python",26.09
605482,"Математика для начинающих",26.09
387822,"Основы программирования на языке Python",26.09
502810,"Основы программирования на языке Python",26.09
604032,"Основы программирования на языке Python",26.09
416380,"Основы программирования на языке Python",26.09
604032,"Первые шаги в робототехнику",26.09
569343,"Основы программирования на языке Python",26.09
416549,"Основы программирования на языке Python",26.09
579276,"Математика для начинающих",26.09
522735,"Академическое письмо (Academic Writing)",26.09
609095,"Математика для начинающих",26.09
608733,"Академическое письмо (Academic Writing)",26.09
544054,"Подготовка к олимпиаде «Русский медвежонок»",26.09
601305,"Биологический калейдоскоп",26.09
542854,"Основы программирования на языке Python",26.09
539346,"Лингвистика для начинающих",26.09
450834,"Основы программирования на языке Python",26.09
568064,"Академическое письмо (Academic Writing)",26.09
403256,"Основы программирования на языке Python",26.09
610587,"Основы программирования на языке Python",26.09
601305,"Подготовка к олимпиаде «Русский медвежонок»",26.09
518920,"Основы программирования на языке Python",26.09
546063,"Основы программирования на языке Python",26.09
601305,"Основы программирования на языке Python",26.09
606015,"Математика для начинающих",26.09
606015,"Подготовка к олимпиаде «Русский медвежонок»",26.09
502525,"Основы программирования на языке Python",26.09
428106,"Основы программирования на языке Python",26.09
567125,"Академическое письмо (Academic Writing)",26.09
564364,"Академическое письмо (Academic Writing)",26.09
500286,"Основы программирования на языке Python",26.09
567125,"Основы программирования на языке Python",26.09
569217,"Подготовка к олимпиаде «Русский медвежонок»",26.09
467132,"Основы программирования на языке Python",26.09
532656,"Основы программирования на языке Python",26.09
610618,"Биологический калейдоскоп",26.09
532656,"Академическое письмо (Academic Writing)",26.09
581308,"Биологический калейдоскоп",26.09
547914,"Подготовка к олимпиаде «Русский медвежонок»",26.09
579849,"Основы программирования на языке Python",26.09
510893,"Основы программирования на языке Python",26.09
418722,"Подготовка к олимпиаде «Русский медвежонок»",26.09
499988,"Академическое письмо (Academic Writing)",26.09
593183,"Основы программирования на языке Python",26.09
418722,"Лингвистика для начинающих",26.09
593183,"Первые шаги в робототехнику",26.09
593183,"Биологический калейдоскоп",26.09
510526,"Подготовка к олимпиаде «Русский медвежонок»",26.09
480636,"Основы программирования на языке Python",26.09
593183,"Математика для начинающих",26.09
575047,"Основы программирования на языке Python",26.09
609213,"Основы программирования на языке Python",26.09
609213,"Первые шаги в робототехнику",26.09
609213,"Математика для начинающих",26.09
600780,"Биологический калейдоскоп",26.09
599707,"Подготовка к олимпиаде «Русский медвежонок»",26.09
534102,"Лингвистика для начинающих",26.09
599707,"Биологический калейдоскоп",26.09
599707,"Математика для начинающих",26.09
534102,"Биологический калейдоскоп",26.09
599707,"Первые шаги в робототехнику",26.09
599707,"Основы программирования на языке Python",26.09
600780,"Математика для начинающих",26.09
610534,"Основы программирования на языке Python",26.09
542427,"Математика для начинающих",26.09
544320,"Основы программирования на языке Python",26.09
424045,"Основы программирования на языке Python",26.09
610519,"Основы программирования на языке Python",26.09
504005,"Лингвистика для начинающих",26.09
519967,"Лингвистика для начинающих",26.09
519967,"Академическое письмо (Academic Writing)",26.09
504005,"Подготовка к олимпиаде «Русский медвежонок»",26.09
600041,"Основы программирования на языке Python",26.09
564364,"Подготовка к олимпиаде «Русский медвежонок»",26.09
439911,"Математика для начинающих",26.09
439911,"Подготовка к олимпиаде «Русский медвежонок»",26.09
439911,"Лингвистика для начинающих",26.09
509888,"Подготовка к олимпиаде «Русский медвежонок»",26.09
481081,"Основы программирования на языке Python",26.09
571666,"Математика для начинающих",26.09
529584,"Математика для начинающих",26.09
610720,"Математика для начинающих",26.09
610721,"Первые шаги в робототехнику",26.09
610721,"Академическое письмо (Academic Writing)",26.09
610721,"Основы программирования на языке Python",26.09
530098,"Подготовка к олимпиаде «Русский медвежонок»",26.09
565532,"Академическое письмо (Academic Writing)",26.09
518569,"Основы программирования на языке Python",26.09
398337,"Основы программирования на языке Python",26.09
527237,"Академическое письмо (Academic Writing)",26.09
463179,"Основы программирования на языке Python",26.09
463179,"Академическое письмо (Academic Writing)",26.09
610743,"Основы программирования на языке Python",26.09
608826,"Математика для начинающих",26.09
471238,"Подготовка к олимпиаде «Русский медвежонок»",26.09
509776,"Основы программирования на языке Python",26.09
609036,"Основы программирования на языке Python",26.09
442945,"Лингвистика для начинающих",26.09
609036,"Математика для начинающих",26.09
609036,"Подготовка к олимпиаде «Русский медвежонок»",26.09
463100,"Академическое письмо (Academic Writing)",26.09
600355,"Академическое письмо (Academic Writing)",26.09
610758,"Биологический калейдоскоп",26.09
610758,"Основы программирования на языке Python",26.09
608873,"Основы программирования на языке Python",26.09
467844,"Лингвистика для начинающих",26.09
608873,"Первые шаги в робототехнику",26.09
570723,"Лингвистика для начинающих",26.09
452151,"Академическое письмо (Academic Writing)",26.09
570723,"Математика для начинающих",26.09
529062,"Основы программирования на языке Python",26.09
570723,"Подготовка к олимпиаде «Русский медвежонок»",26.09
570723,"Академическое письмо (Academic Writing)",26.09
528145,"Академическое письмо (Academic Writing)",26.09
599988,"Основы программирования на языке Python",26.09
531603,"Основы программирования на языке Python",26.09
558380,"Основы программирования на языке Python",26.09
610774,"Подготовка к олимпиаде «Русский медвежонок»",26.09
